head	head_label	head_source	relation	tail	tail_label	tail_source	confidence	sentence	seen_count	doc_id	doc_label
തിന	CROP	dict	applied_to	ഉണങ്ങിപ്പൊടി	FERTILIZER	regex	0.85	15 ദിവസത്തിനുശേഷം 10 കിലോഗ്രാം ഉണങ്ങിപ്പൊടിഞ്ഞ കാലിവളം ചേർക്കാം	1	431	CROPS
ഉണക്കിപ്പൊടി	FERTILIZER	regex	applied_to	തിന	CROP	dict	0.7	പച്ച ആടലോടകത്തിന് കിലോഗ്രാമിന് 40-45 രൂപയും, ഉണങ്ങിയതിന് 60-90 രൂപയും, ഉണക്കിപ്പൊടിച്ച ആടലോടകത്തിന് 120-150 രൂപയും വരെ വിപണിവില ലഭിക്കാറുണ്ട്	1	23	CROPS
യൂറിയ	FERTILIZER	dict	applied_to	കടല	CROP	dict	0.7	ഇവയെ ലഘുവളങ്ങള്‍ (ഒറ്റ പോഷകം, ഉദാ: യൂറിയ), സങ്കീര്‍ണ്ണ വളങ്ങള്‍ (രണ്ടോ അതിലധികമോ പോഷകങ്ങള്‍, ഉദാ: 17 17 17 NPK),  മിശ്ര വളങ്ങള്‍ (രണ്ടോ അതിലധികമോ പോഷകങ്ങള്‍, ഉദാ: കടലപ്പരിപ്പ് മിശ്രിതം) എന്നിങ്ങനെ തരം	1	49	AGRI_PRACTICES
NPK	FERTILIZER	dict	applied_to	കടല	CROP	dict	0.7	ഇവയെ ലഘുവളങ്ങള്‍ (ഒറ്റ പോഷകം, ഉദാ: യൂറിയ), സങ്കീര്‍ണ്ണ വളങ്ങള്‍ (രണ്ടോ അതിലധികമോ പോഷകങ്ങള്‍, ഉദാ: 17 17 17 NPK),  മിശ്ര വളങ്ങള്‍ (രണ്ടോ അതിലധികമോ പോഷകങ്ങള്‍, ഉദാ: കടലപ്പരിപ്പ് മിശ്രിതം) എന്നിങ്ങനെ തരം	1	49	AGRI_PRACTICES
ഇരുമ്പ്	FERTILIZER	dict	applied_to	തിന	CROP	dict	0.7	വിറ്റാമിൻ എ, സി, ഇ എന്നിവ കൂടാതെ കാൽസ്യം, ഇരുമ്പ്, പ്രോട്ടീൻ എന്നിവയും ധാരാളമായി അടങ്ങിയിട്ടുള്ളതിനാൽ മുരിങ്ങയിലയെ 'പവർഹൗസ് ഓഫ് ന്യൂട്രിയന്റ്' എന്നാണ് വിശേഷിപ്പിക്കുന്നത്	3	97	CROPS
പുട്ടുപൊടി	FERTILIZER	regex	applied_to	പപ്പായ	CROP	dict	0.7	കൂടാതെ, ചക്ക, മാങ്ങ, ആപ്പിൾ, കിവി എന്നിവ ഉപയോഗിച്ചുള്ള കാൻഡി, ഡീഹൈഡ്രേറ്റഡ് പച്ചക്കറികളുടെ പൊടി ചേർത്തുള്ള പുട്ടുപൊടി, പപ്പായ ഉപയോഗിച്ചുള്ള ടൂട്ടി ഫ്രൂട്ടി തുടങ്ങിയ ഒട്ടേറെ ഉൽപ്പന്നങ്ങളുമുണ്ട്	1	99	CROPS
ഇരുമ്പ്	FERTILIZER	dict	applied_to	ചീര	CROP	dict	0.7	കാത്സ്യം, ഇരുമ്പ്, ബീറ്റാകരോട്ടിൻ, വൈറ്റമിൻ സി, നാരുകൾ എന്നിവ വള്ളിച്ചീരയിൽ ധാരാളമായി അടങ്ങിയിട്ടുണ്ട്	2	101	CROPS
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	അരി	CROP	dict	0.7	\n*   **പൊട്ടാസ്യം (K):** പഴയ ഇലകളിൽ കരിഞ്ഞതോ തവിട്ടുനിറത്തിലുള്ളതോ ആയ അരികുകൾ, പച്ച ഞരമ്പുകൾ മഞ്ഞനിറമാകൽ, തണ്ട്, പൂവ് അല്ലെങ്കിൽ കായ വികസനം മന്ദഗതിയിലാകൽ	1	103	AGRI_PRACTICES
കുരുമുളകുപൊടി	FERTILIZER	regex	applied_to	അരി	CROP	dict	0.7	പിന്നീട് കുരുമുളകുപൊടി ചേർത്ത് അരിച്ചെടുത്ത് കുടിക്കാം	1	114	CROPS
വേപ്പിൻ പിണ്ണാക്ക്	FERTILIZER	dict	applied_to	കപ്പ	CROP	dict	0.7	ചാണകം, ആട്ടിൻകാഷ്ഠം, വേപ്പിൻ പിണ്ണാക്ക്, കപ്പലണ്ടി പിണ്ണാക്ക്, എല്ലുപൊടി, ചാരം, മണ്ണിര കമ്പോസ്റ്റ് തുടങ്ങിയവ വളമായി ഉപയോഗിക്കാം	1	162	CROPS
കാൽസ്യം	FERTILIZER	dict	applied_to	കാന്താരി	CROP	dict	0.7	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	1	189	CROPS
കാൽസ്യം	FERTILIZER	dict	applied_to	മുളക്	CROP	dict	0.7	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	1	189	CROPS
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	കാന്താരി	CROP	dict	0.7	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	1	189	CROPS
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	മുളക്	CROP	dict	0.7	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	1	189	CROPS
ഫോസ്ഫറസ്	FERTILIZER	dict	applied_to	കാന്താരി	CROP	dict	0.7	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	1	189	CROPS
ഫോസ്ഫറസ്	FERTILIZER	dict	applied_to	മുളക്	CROP	dict	0.7	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	1	189	CROPS
ആന്റിബാക്ടീരിയ	FERTILIZER	regex	applied_to	തിന	CROP	dict	0.7	\n\nജാതിക്കയുടെ ആന്റിബാക്ടീരിയൽ, ആന്റിഫംഗൽ ഗുണങ്ങൾ മുഖക്കുരു അകറ്റാനും വായ്‌നാറ്റത്തിന് കാരണമാകുന്ന ബാക്ടീരിയകളെ നശിപ്പിക്കാനും സഹായിക്കുന്നു	1	198	DISEASES
വയമ്പുപൊടി	FERTILIZER	regex	applied_to	തിന	CROP	dict	0.7	ഇതിന് പകരം വയമ്പുപൊടി വെളിച്ചെണ്ണയിൽ കലർത്തിയതിന് ശേഷം വിത്തിന്റെ പുറത്ത് ഒരു നേരിയ പാടയായി പുരട്ടിക്കൊടുത്താലും മതി	2	203	CROPS
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	ചേന	CROP	dict	0.7	\n\nകാർബോഹൈഡ്രേറ്റ്, പ്രോട്ടീൻ, പൊട്ടാസ്യം, ഫൈബർ, വൈറ്റമിൻ ബി6, ബി1, റൈബോഫ്ലേവിൻ, ഫോളിക് ആസിഡ്, നിയാസിൻ, വിറ്റാമിൻ എ, ബീറ്റാ കരോട്ടിൻ തുടങ്ങി ഒട്ടേറെ പോഷകങ്ങൾ ചേനയിൽ അടങ്ങിയിട്ടുണ്ട്	1	204	CROPS
നിയാസിൻ	FERTILIZER	dict	applied_to	ചേന	CROP	dict	0.7	\n\nകാർബോഹൈഡ്രേറ്റ്, പ്രോട്ടീൻ, പൊട്ടാസ്യം, ഫൈബർ, വൈറ്റമിൻ ബി6, ബി1, റൈബോഫ്ലേവിൻ, ഫോളിക് ആസിഡ്, നിയാസിൻ, വിറ്റാമിൻ എ, ബീറ്റാ കരോട്ടിൻ തുടങ്ങി ഒട്ടേറെ പോഷകങ്ങൾ ചേനയിൽ അടങ്ങിയിട്ടുണ്ട്	1	204	CROPS
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	തിന	CROP	dict	0.7	\n\nചേനയിലെ ഇരുമ്പ്, പൊട്ടാസ്യം, വിറ്റാമിൻ എ എന്നിവ ശരീരത്തിന് ഊർജ്ജം നൽകുകയും മാനസികാരോഗ്യം മെച്ചപ്പെടുത്തുകയും ചെയ്യുന്നു	2	204	CROPS
കാൽസ്യം	FERTILIZER	dict	applied_to	ചേന	CROP	dict	0.7	\n\nകാൽസ്യം ഓക്സലേറ്റിന്റെ അളവ് കൂടിയ ചേനയ്ക്ക് ചൊറിച്ചിൽ കൂടുതലായിരിക്കും	1	204	CROPS
സോഡാപ്പൊടി	FERTILIZER	regex	applied_to	മഞ്ഞൾ	CROP	dict	0.7	ഇതിലേക്ക് 2 ഗ്രാം സോഡാപ്പൊടിയും 8 ഗ്രാം മഞ്ഞൾപ്പൊടിയും ചേർത്ത മിശ്രിതം കലർത്തുക	1	211	DISEASES
ചകിരിച്ചോറ്	FERTILIZER	dict	applied_to	കപ്പ	CROP	dict	0.7	മണലിന് പകരം ചകിരിച്ചോറ്, തടിചിന്തേരിന്റെ പൊടി (അറക്കപ്പൊടിയല്ല), കാപ്പിത്തൊണ്ട് എന്നിവ ഉപയോഗിക്കാം	1	213	AGRI_PRACTICES
ചകിരിച്ചോറ്	FERTILIZER	dict	applied_to	കാപ്പി	CROP	dict	0.7	മണലിന് പകരം ചകിരിച്ചോറ്, തടിചിന്തേരിന്റെ പൊടി (അറക്കപ്പൊടിയല്ല), കാപ്പിത്തൊണ്ട് എന്നിവ ഉപയോഗിക്കാം	1	213	AGRI_PRACTICES
ജൈവ വളമാണ്	FERTILIZER	regex	applied_to	കടല	CROP	dict	0.7	"""കർഷകർ കൃഷിക്ക് സാധാരണയായി ഉപയോഗിക്കുന്ന ഒരു ജൈവ വളമാണ് കടലപ്പിണ്ണാക്ക്"	1	217	AGRI_PRACTICES
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	പേര	CROP	dict	0.7	വിറ്റാമിൻ എ, സി, വിറ്റാമിൻ ബി2, ഇ, കെ, ഫൈബർ, മാംഗനീസ്, പൊട്ടാസ്യം, അയൺ, ഫോസ്ഫറസ് എന്നിവയാൽ സമ്പുഷ്ടമാണ് പേരക്ക	1	224	CROPS
ഫോസ്ഫറസ്	FERTILIZER	dict	applied_to	പേര	CROP	dict	0.7	വിറ്റാമിൻ എ, സി, വിറ്റാമിൻ ബി2, ഇ, കെ, ഫൈബർ, മാംഗനീസ്, പൊട്ടാസ്യം, അയൺ, ഫോസ്ഫറസ് എന്നിവയാൽ സമ്പുഷ്ടമാണ് പേരക്ക	1	224	CROPS
മുളകുപൊടി	FERTILIZER	regex	applied_to	കപ്പ	CROP	dict	0.7	മുളകുപൊടിയിൽ ഇഷ്ടികപ്പൊടി കലർന്നിട്ടുണ്ടോ എന്നറിയാൻ വെള്ളത്തിലിട്ട് നോക്കുന്ന (ഫ്ലോട്ടേഷൻ) ലളിതമായ മാർഗ്ഗം കൂടാതെ ഇപ്പോൾ പ്രത്യേക സെൻസറുകളും നിർമ്മിത ബുദ്ധി അടിസ്ഥാനമാക്കിയുള്ള രീതികളും നിലവിലുണ്ട്	1	228	CROPS
ചാണകപ്പൊടി	FERTILIZER	dict	applied_to	തിന	CROP	dict	0.7	ചാണകപ്പൊടിയും ചകിരിച്ചോറും കലർത്തിയ പോട്ടിംഗ് മിശ്രിതമാണ് ഇതിന് ഏറ്റവും അനുയോജ്യം	2	230	CROPS
ജൈവ നിയന്ത്രണ	FERTILIZER	regex	applied_to	തിന	CROP	dict	0.7	ജൈവ നിയന്ത്രണ മാർഗ്ഗങ്ങൾ ആക്രമണം രൂക്ഷമാകുന്നതിന് മുൻപുതന്നെ ആരംഭിക്കണം	1	232	DISEASES
കാൽസ്യം	FERTILIZER	dict	applied_to	അമര	CROP	dict	0.7	\nഎല്ലുകളുടെയും പല്ലുകളുടെയും ആരോഗ്യത്തിന് അത്യന്താപേക്ഷിതമായ കാൽസ്യം അമരപ്പയറിൽ ധാരാളമായി അടങ്ങിയിട്ടുണ്ട്	1	239	CROPS
ഇരുമ്പ്	FERTILIZER	dict	applied_to	അമര	CROP	dict	0.7	\nചുവന്ന രക്താണുക്കളുടെ രൂപീകരണത്തിൽ പ്രധാന പങ്കുവഹിക്കുന്ന ഇരുമ്പ് ധാരാളമായി അമരപ്പയറിൽ അടങ്ങിയിരിക്കുന്നതിനാൽ അനീമിയ പോലുള്ള പ്രശ്നങ്ങൾക്ക് ഇത് ഉത്തമമാണ്	1	239	CROPS
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	വാഴ	CROP	dict	0.7	\n\nപൊട്ടാസ്യം കൂടാതെ, കാൽസ്യം, മാംഗനീസ്, സൾഫർ, മഗ്നീഷ്യം തുടങ്ങിയ സുപ്രധാന പോഷകങ്ങളും വാഴത്തോലിൽ അടങ്ങിയിട്ടുണ്ട്, ഇത് ചെടികളുടെ ആരോഗ്യത്തിന് വളരെ നല്ലതാണ്	1	312	AGRI_PRACTICES
കാൽസ്യം	FERTILIZER	dict	applied_to	വാഴ	CROP	dict	0.7	\n\nപൊട്ടാസ്യം കൂടാതെ, കാൽസ്യം, മാംഗനീസ്, സൾഫർ, മഗ്നീഷ്യം തുടങ്ങിയ സുപ്രധാന പോഷകങ്ങളും വാഴത്തോലിൽ അടങ്ങിയിട്ടുണ്ട്, ഇത് ചെടികളുടെ ആരോഗ്യത്തിന് വളരെ നല്ലതാണ്	1	312	AGRI_PRACTICES
കാൽസ്യം	FERTILIZER	dict	applied_to	റംബൂട്ടാൻ	CROP	dict	0.7	വിറ്റാമിനുകൾ, കാൽസ്യം, മഗ്നീഷ്യം, പൊട്ടാസ്യം, കാർബോഹൈഡ്രേറ്റുകൾ, ആന്റിഓക്സിഡന്റുകൾ എന്നിവയാൽ സമ്പന്നമാണ് റംബൂട്ടാൻ പഴങ്ങൾ	1	317	CROPS
പൊട്ടാസ്യം	FERTILIZER	dict	applied_to	റംബൂട്ടാൻ	CROP	dict	0.7	വിറ്റാമിനുകൾ, കാൽസ്യം, മഗ്നീഷ്യം, പൊട്ടാസ്യം, കാർബോഹൈഡ്രേറ്റുകൾ, ആന്റിഓക്സിഡന്റുകൾ എന്നിവയാൽ സമ്പന്നമാണ് റംബൂട്ടാൻ പഴങ്ങൾ	1	317	CROPS
വേപ്പിൻപിണ്ണാക്ക്	FERTILIZER	regex	applied_to	കടല	CROP	dict	0.7	\n\nഒരുപിടി വേപ്പിൻപിണ്ണാക്ക്, കടലപ്പിണ്ണാക്ക്, എല്ലുപൊടി എന്നിവ അൽപാൽപം ചുവട്ടിൽ നിന്ന് വിട്ട് മണ്ണ്, ചകിരിച്ചോറ് എന്നിവ കൂട്ടിക്കൊടുക്കണം	1	320	AGRI_PRACTICES
ജൈവ പരിപാലനമുറകളും	FERTILIZER	regex	applied_to	തിന	CROP	dict	0.7	രോഗപ്രതിരോധശേഷിയുള്ള വിത്തിനങ്ങളും ജൈവ പരിപാലനമുറകളും ഇതിന് അനുയോജ്യമാണ്	1	322	CROPS
വേപ്പിൻ പിണ്ണാക്ക്	FERTILIZER	dict	applied_to	തിന	CROP	dict	0.7	\n\nനട്ട് ഒരുമാസം കഴിഞ്ഞാൽ ചാണകം, കടലപ്പിണ്ണാക്ക്, വേപ്പിൻ പിണ്ണാക്ക് എന്നിവ പുളിപ്പിച്ചതിന്റെ തെളി കൂടുതൽ വെള്ളം ചേർത്ത് തടത്തിൽ ഒഴിച്ചുകൊടുക്കുന്നത് ചെടിയുടെ വളർച്ചയെ ത്വരിതപ്പെടുത്തും	1	330	ENVIRONMENTAL_FACTORS
എല്ലുപൊടി	FERTILIZER	dict	applied_to	തിന	CROP	dict	0.7	\n\nഒരു സെൻറ് സ്ഥലത്ത് 50 കിലോ കലർപ്പില്ലാത്ത കോഴിവളവും, 25 കിലോ ചാണകവും, 5 കിലോ വേപ്പിൻപിണ്ണാക്കും, 5 കിലോ എല്ലുപൊടിയും ചേർത്ത് കിളച്ച്, 2 അടി വീതിയിലും 3/4 അടി ഉയരത്തിലും സ്ഥലത്തിന്റെ കിടപ്പനുസരിച്ച	1	346	CROPS
പൂമ്പൊടി	FERTILIZER	regex	applied_to	ചക്ക	CROP	dict	0.7	30 നും ഇടയിൽ, പൂമ്പൊടി കാണിക്കുന്ന ആൺ പൂച്ചക്കുഞ്ഞുങ്ങൾ ശേഖരിച്ച് പെൺ മുള്ളുകളുടെ ഒട്ടിപ്പിടിക്കുന്ന പ്രതലത്തിൽ ഉരയ്ക്കണം	1	353	AGRI_PRACTICES
പൂമ്പൊടി	FERTILIZER	regex	applied_to	തിന	CROP	dict	0.7	ഉടൻ തന്നെ, പൂക്കൾ പരാഗണം നടത്തണം (പൂമ്പൊടികൾ തുറന്നതിന് 2-3 ദിവസങ്ങൾക്ക് ശേഷം)	1	387	AGRI_PRACTICES
ഉപയോഗിച്ച്പൊടി	FERTILIZER	regex	applied_to	തിന	CROP	dict	0.7	ആദ്യം ചാണകക്കുഴിയിൽ BHC 10% പൊടി ഉപയോഗിച്ച്പൊടിച്ചുകൊണ്ട് നിയന്ത്രണം കൈവരിക്കാം, പിന്നീട് മോണോക്രോട്ടോഫോസ് കുത്തിവയ്ക്കുന്നതിന് മുമ്പ്	1	388	DISEASES
ചകിരിച്ചോറ്	FERTILIZER	dict	applied_to	തിന	CROP	dict	0.7	\n\nവിത്തുകൾ മുളപ്പിക്കുന്നതിനായി മണൽ, മണ്ണ്, ചാണകപ്പൊടി, ചകിരിച്ചോറ് എന്നിവ പാകത്തിന് ചേർത്ത് പ്രത്യേക ചട്ടികളിൽ പാകുന്നു	1	403	CROPS
ആന്റിബാക്ടീരിയ	FERTILIZER	regex	applied_to	വാഴ	CROP	dict	0.7	\n\nആന്റിബാക്ടീരിയൽ, ആന്റിവൈറൽ, ആന്റിസെപ്റ്റിക് ഗുണങ്ങളുള്ള കറ്റാർവാഴ മുറിവുകൾ ഉണക്കാനും ചർമ്മരോഗങ്ങൾക്കും വളരെ ഫലപ്രദമാണ്	1	416	CROPS
റൈസോക്ടോണിയ സോളാനി എന്ന കു	DISEASE	regex	causes	ഇലപ്പുള്ളി	DISEASE	dict	0.85	\n\nറൈസോക്ടോണിയ സോളാനി എന്ന കുമിളാണ് ഇലപ്പുള്ളി രോഗത്തിന് കാരണം	1	211	DISEASES
ഇലപ്പൊട്ടുരോഗം	DISEASE	regex	causes	വാട്ടരോഗം	DISEASE	dict	0.85	കുമിളുകൾ കാരണം ഉണ്ടാകുന്ന ഇലപ്പൊട്ടുരോഗം, വാട്ടരോഗം, വൈറസ് രോഗം എന്നിവയ്ക്ക് സ്യൂഡോമോണസ് ഫ്ലൂറസെൻസ് എന്ന മിത്ര ബാക്ടീരിയ ഇടവിട്ട് തളിക്കുന്നത് വളരെ നല്ലതാണ്	1	237	AGRI_PRACTICES
മഞ്ഞളിപ്പ്	DISEASE	dict	causes	വെള്ളീച്ച	PEST	dict	0.85	വെണ്ട കൃഷിയിലെ പ്രധാന വെല്ലുവിളിയായ മഞ്ഞളിപ്പ് രോഗത്തിന് കാരണമാകുന്ന വെള്ളീച്ചയുടെ ശല്യം മഴക്കാലത്ത് കുറവായതിനാൽ ഈ സമയം കൃഷിക്ക് അനുകൂലമാണ്	1	322	CROPS
മഞ്ഞളിപ്പ്	DISEASE	dict	causes	ഇലകരിച്ചിൽ	DISEASE	dict	0.7	ആക്രമണം രൂക്ഷമായാൽ ചെടികളിൽ വളർച്ച മുരടിക്കൽ, മഞ്ഞളിപ്പ്, നടുനാമ്പ് വാട്ടം, ഇലകരിച്ചിൽ തുടങ്ങിയ ലക്ഷണങ്ങൾ കാണപ്പെടാം	1	28	AGRI_PRACTICES
ഹൃദ്രോഗം	DISEASE	regex	causes	കൃമിരോഗം	DISEASE	regex	0.7	\n\nഅതിസാരം, ഛർദി, വാതകഫ രോഗങ്ങൾ, വയറുവീർക്കൽ, ചുമ, ശ്വാസംമുട്ട്, ആസ്ത്മ, തൊണ്ടവീക്കം, വിശപ്പില്ലായ്മ, ജലദോഷം, ഹൃദ്രോഗം, മാനസികപിരിമുറുക്കം, പല്ലുവേദന, തലവേദന, ദേഹം ചൊറിച്ചിൽ, അരുചി, മൂത്രാശയരോഗങ്ങൾ, 	1	95	CROPS
ഗ്രാം	DISEASE	ner	causes	ഡോളമൈറ്റ് ചേർക്കുക	DISEASE	ner	0.7	പൊതുവായി ശുപാർശ ചെയ്യുന്ന വളപ്രയോഗ രീതി:* **കുഴികൾ തയാറാക്കുമ്പോൾ:** 500 ഗ്രാം ഡോളമൈറ്റ് ചേർക്കുക	1	102	AGRI_PRACTICES
അലങ്കരിക്കാനും	DISEASE	ner	causes	ഇവ ഉപയോഗിക്കാം	DISEASE	ner	0.7	ചിലയിനം പന്നലുകൾ തൂക്കുചട്ടികളിൽ മനോഹരമായിരിക്കും, കൂടാതെ അകത്തളങ്ങൾ അലങ്കരിക്കാനും ഇവ ഉപയോഗിക്കാം	1	112	CROPS
വെള്ളീച്ച	PEST	dict	causes	ഇലപ്പേനുകൾ	DISEASE	dict	0.7	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവ കാന്താരിയെയും ബാധിക്കാറുണ്ട്	2	119	CROPS
മണ്ഡരി	PEST	dict	causes	ഇലപ്പേനുകൾ	DISEASE	dict	0.7	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവ കാന്താരിയെയും ബാധിക്കാറുണ്ട്	2	119	CROPS
അതുകൊണ്ടാണ്	DISEASE	ner	causes	അടിവളമായി	DISEASE	ner	0.7	അതുകൊണ്ടാണ് അടിവളമായി ജൈവവളങ്ങൾ ധാരാളം ചേർക്കാൻ നിർദ്ദേശിക്കുന്നത്	1	121	ENVIRONMENTAL_FACTORS
ഫ്യൂസേറിയം	DISEASE	dict	causes	റൈസോക്ടോണിയ ക്രോക്കോറം	DISEASE	regex	0.7	\n\nഫ്യൂസേറിയം, റൈസോക്ടോണിയ ക്രോക്കോറം, വയലറ്റ് റൂട്ട് റോട്ട് എന്നിവയാണ് കുങ്കുമപ്പൂവിനെ ബാധിക്കുന്ന പ്രധാന രോഗങ്ങൾ	1	170	CROPS
ഗ്വാട്ടിമാലൻ അവക്കാഡോയ്ക്ക്	DISEASE	ner	causes	അല്പംകൂടി വലിയ	DISEASE	ner	0.7	ഗ്വാട്ടിമാലൻ അവക്കാഡോയ്ക്ക് അല്പംകൂടി വലിയ കായ്കളാണ്, ഇവ മൂപ്പെത്താൻ 9 മുതൽ 12 മാസം വരെ വേണ്ടിവരും	1	192	CROPS
ഗ്രാം കാലിവളം	DISEASE	ner	causes	ഗ്രാം മസ്സൂറിഫോസ്	DISEASE	ner	0.7	ഗ്രാം കാലിവളം, 434 ഗ്രാം യൂറിയ, 444 ഗ്രാം മസ്സൂറിഫോസ്, 434 ഗ്രാം പൊട്ടാഷ് എന്നിവ നൽകണം	1	224	CROPS
കായ് ചീയൽ	DISEASE	dict	causes	ഫ്യൂസേറിയം	DISEASE	dict	0.7	വെള്ളരി കൃഷിയിൽ സാധാരണയായി കാണുന്ന പ്രധാന രോഗങ്ങൾ കായ് ചീയൽ, ഫ്യൂസേറിയം വാട്ടം, വെള്ളരി മൊസൈക് രോഗം എന്നിവയാണ്	1	245	DISEASES
തിന	CROP	dict	grown_in	pH	CONDITION	dict	0.85	ഇത് ഒരു പ്രതിരോധശേഷിയുള്ള വൃക്ഷമായതിനാൽ, pH 5 മുതൽ pH 10 വരെയുള്ള വിശാലമായ മണ്ണിൽ ഇത് നന്നായി വളരുന്നു, അവിടെ മറ്റ് പല ഫലവൃക്ഷങ്ങളും പരാജയപ്പെടുന്നു	3	9	AGRI_PRACTICES
ഇഞ്ചി	CROP	dict	grown_in	നീർവാർച്ച	CONDITION	dict	0.85	\n\n**ഇഞ്ചി, മഞ്ഞൾ കൃഷി പരിചരണം**\n*   തോട്ടത്തിൽ നീർവാർച്ച ഉറപ്പാക്കുക	1	28	AGRI_PRACTICES
മഞ്ഞൾ	CROP	dict	grown_in	നീർവാർച്ച	CONDITION	dict	0.85	\n\n**ഇഞ്ചി, മഞ്ഞൾ കൃഷി പരിചരണം**\n*   തോട്ടത്തിൽ നീർവാർച്ച ഉറപ്പാക്കുക	1	28	AGRI_PRACTICES
തിന	CROP	dict	grown_in	ക്കാലം	CONDITION	regex	0.85	"""കൃഷിയോര്മ്മിക്രമം കാലാനുസൃതമായി വിഭജിച്ചിരിക്കുന്നു: കൃഷിക്കാലത്തെ തയ്യാറെടുപ്പു കൃഷിയും കൃഷിക്ക് ശേഷമുള്ള കൃഷിയും, കൃഷിക്കാലത്തിന് പുറത്തുള്ള കൃഷിയും (വിളവെടുപ്പിന് ശേഷം, വേനല്‍ക്കാലം, ശൈത്യകാലം, പാ"	1	31	AGRI_PRACTICES
തിന	CROP	dict	grown_in	ശൈത്യകാലം	CONDITION	dict	0.85	"""കൃഷിയോര്മ്മിക്രമം കാലാനുസൃതമായി വിഭജിച്ചിരിക്കുന്നു: കൃഷിക്കാലത്തെ തയ്യാറെടുപ്പു കൃഷിയും കൃഷിക്ക് ശേഷമുള്ള കൃഷിയും, കൃഷിക്കാലത്തിന് പുറത്തുള്ള കൃഷിയും (വിളവെടുപ്പിന് ശേഷം, വേനല്‍ക്കാലം, ശൈത്യകാലം, പാ"	3	31	AGRI_PRACTICES
തിന	CROP	dict	grown_in	അനിശ്ചിതകാലം	CONDITION	regex	0.85	"""നിർവ്വചനം:  ക്ഷമതയും സമൂഹത്തിനുള്ള ഉപയോഗവും അനിശ്ചിതകാലം നിലനിർത്താൻ കഴിവുള്ള കൃഷിരീതികൾ"	1	65	AGRI_PRACTICES
അസമമായ മണ്ണ്	SOIL	regex	grown_in	തിന	CROP	dict	0.85	അനിശ്ചിതമായ മഴ, കാലാവസ്ഥാ ദുരന്തങ്ങള്‍, അസമമായ മണ്ണ്, വലിയ കൃഷിസ്ഥലങ്ങള്‍, വിപുലമായ കൃഷി, വലിയ കൃഷിയിടങ്ങള്‍, സമാനമായ വിളകള്‍, കുറഞ്ഞ വിളവ്, ദരിദ്രമായ കര്‍ഷക സമ്പദ്‌വ്യവസ്ഥ എന്നിവയാണ് ഇതിന്റെ സവിശേഷതക	1	69	AGRI_PRACTICES
ചീര	CROP	dict	grown_in	നീർവാർച്ച	CONDITION	dict	0.85	**സാമ്പാർ ചീര:** ഈർപ്പമുള്ള അന്തരീക്ഷത്തിൽ നന്നായി വളരുന്ന സാമ്പാർ ചീരയ്ക്ക് നല്ല നീർവാർച്ചയും ജൈവാംശവുമുള്ള മണ്ണ് ആവശ്യമാണ്	2	101	CROPS
ചീര	CROP	dict	grown_in	ജൈവാംശവുമുള്ള മണ്ണ്	SOIL	regex	0.85	**സാമ്പാർ ചീര:** ഈർപ്പമുള്ള അന്തരീക്ഷത്തിൽ നന്നായി വളരുന്ന സാമ്പാർ ചീരയ്ക്ക് നല്ല നീർവാർച്ചയും ജൈവാംശവുമുള്ള മണ്ണ് ആവശ്യമാണ്	2	101	CROPS
