head	head_label	relation	tail	tail_label	doc_id	title	sentence	created_at
മഴ	CONDITION	affects	കാന്താരി	CROP	98	മഴക്കാലത്തും ഇനി പച്ചക്കറി; ഈ സമയത്ത് നല്ല വിളവു തരുന്നത് ഈ വിളകൾ	മഴയില്ലാത്തപ്പോൾ പുകയില കഷായം, കാന്താരി കഷായം എന്നിവ തളിക്കാം	2026-05-18T13:31:39.653730
ഇരുമ്പ്	FERTILIZER	used_for	ചീര	CROP	101	മഴക്കാലത്തു യോജ്യം ഇലക്കറി; അറിയാം ചീരയിനങ്ങൾ,	കാത്സ്യം, ഇരുമ്പ്, ബീറ്റാകരോട്ടിൻ, വൈറ്റമിൻ സി, നാരുകൾ എന്നിവ വള്ളിച്ചീരയിൽ ധാരാളമായി അടങ്ങിയിട്ടുണ്ട്	2026-05-18T13:31:39.706447
മഴ	CONDITION	affects	ചീര	CROP	101	മഴക്കാലത്തു യോജ്യം ഇലക്കറി; അറിയാം ചീരയിനങ്ങൾ,	മഴക്കാലമാണ് വള്ളിച്ചീര നടാൻ ഏറ്റവും അനുയോജ്യം	2026-05-18T13:31:39.708445
നീർവാർച്ച	CONDITION	affects	ചീര	CROP	101	മഴക്കാലത്തു യോജ്യം ഇലക്കറി; അറിയാം ചീരയിനങ്ങൾ,	**സാമ്പാർ ചീര:** ഈർപ്പമുള്ള അന്തരീക്ഷത്തിൽ നന്നായി വളരുന്ന സാമ്പാർ ചീരയ്ക്ക് നല്ല നീർവാർച്ചയും ജൈവാംശവുമുള്ള മണ്ണ് ആവശ്യമാണ്	2026-05-18T13:31:39.709445
മഴ	CONDITION	affects	ചക്ക	CROP	101	മഴക്കാലത്തു യോജ്യം ഇലക്കറി; അറിയാം ചീരയിനങ്ങൾ,	\n\n**മുരിങ്ങ:** ഇലയും പൂവും കായും പച്ചക്കറിയായി ഉപയോഗിക്കുന്ന മുരിങ്ങ നടാൻ ഏറ്റവും അനുയോജ്യം മഴക്കാലമാണ്	2026-05-18T13:31:39.718901
വളപ്രയോഗം	PRACTICE	applied_to	വാഴ	CROP	102	ഏത്തവാഴയ്ക്ക് മികച്ച വിളവ് വേണോ? വളപ്രയോഗം ഇങ്ങനെയാക്കാം	"""ഏത്തവാഴ കൃഷിയിൽ, ശരിയായ വളപ്രയോഗം മികച്ച വിളവ് ലഭിക്കാൻ അത്യാവശ്യമാണ്"	2026-05-18T13:31:39.722902
പൊട്ടാസ്യം	FERTILIZER	used_for	അരി	CROP	103	മണ്ണിനെ അറിഞ്ഞ് കൃഷി ചെയ്യണം; പ്രകൃതിയിൽ എല്ലാം ഉണ്ട്, പതുതായി ഒന്നും കണ്ടെത്തേണ്ടതില്ല!	\n* **പൊട്ടാസ്യം (K):** പഴയ ഇലകളിൽ കരിഞ്ഞതോ തവിട്ടുനിറത്തിലുള്ളതോ ആയ അരികുകൾ, പച്ച ഞരമ്പുകൾ മഞ്ഞനിറമാകൽ, തണ്ട്, പൂവ് അല്ലെങ്കിൽ കായ വികസനം മന്ദഗതിയിലാകൽ	2026-05-18T13:31:39.770959
നീർവാർച്ച	CONDITION	affects	കോവൽ	CROP	104	കോവൽ ചെടികൾക്ക് വിളർച്ച, പുഴുക്കുത്ത്: എന്താണ് പ്രതിവിധി?	മണ്ണിലെ നീർവാർച്ചക്കുറവ്, പോഷകങ്ങളുടെ അഭാവം എന്നിവ കോവൽച്ചെടികളുടെ വളർച്ച മുരടിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:39.800285
നീർവാർച്ച	CONDITION	affects	ചക്ക	CROP	104	കോവൽ ചെടികൾക്ക് വിളർച്ച, പുഴുക്കുത്ത്: എന്താണ് പ്രതിവിധി?	മണ്ണിലെ നീർവാർച്ചക്കുറവ്, പോഷകങ്ങളുടെ അഭാവം എന്നിവ കോവൽച്ചെടികളുടെ വളർച്ച മുരടിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:39.800285
മഴ	CONDITION	affects	പേര	CROP	112	90 കിഡ്സിന്റെ കൈകളിലെ ആദ്യ ടാറ്റൂ പന്നലിൽനിന്ന്; മറക്കാനാകുമോ ആ കാലം!	\n\nവിവിധതരം പന്നലുകൾ:\n\nഅഡിയാന്റം (മൈഡൻ ഹെയർ ഫേൺ): മഴക്കാലത്ത് ചെങ്കൽച്ചുവരുകളിൽ സാധാരണയായി കാണുന്ന ഇവയ്ക്ക് കറുത്ത തണ്ടുകളുള്ളതിനാൽ 'മെയ്ഡൻ ഹെയർ ഫേൺ' എന്ന് പേരുവന്നു	2026-05-18T13:31:40.016249
വെള്ളീച്ച	PEST	affects	കാന്താരി	CROP	119	വലുപ്പമല്ല ഗുണമാണ് മുഖ്യം; കൂടുതൽ ആയുസ്, കൊളസ്ട്രോൾ നിയന്ത്രിക്കും; പ്രചാരമേറി കാന്താരി	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവ കാന്താരിയെയും ബാധിക്കാറുണ്ട്	2026-05-18T13:31:40.203498
വെള്ളീച്ച	PEST	affects	മുളക്	CROP	119	വലുപ്പമല്ല ഗുണമാണ് മുഖ്യം; കൂടുതൽ ആയുസ്, കൊളസ്ട്രോൾ നിയന്ത്രിക്കും; പ്രചാരമേറി കാന്താരി	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവ കാന്താരിയെയും ബാധിക്കാറുണ്ട്	2026-05-18T13:31:40.203498
മണ്ഡരി	PEST	affects	കാന്താരി	CROP	119	വലുപ്പമല്ല ഗുണമാണ് മുഖ്യം; കൂടുതൽ ആയുസ്, കൊളസ്ട്രോൾ നിയന്ത്രിക്കും; പ്രചാരമേറി കാന്താരി	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവ കാന്താരിയെയും ബാധിക്കാറുണ്ട്	2026-05-18T13:31:40.203498
മണ്ഡരി	PEST	affects	മുളക്	CROP	119	വലുപ്പമല്ല ഗുണമാണ് മുഖ്യം; കൂടുതൽ ആയുസ്, കൊളസ്ട്രോൾ നിയന്ത്രിക്കും; പ്രചാരമേറി കാന്താരി	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവ കാന്താരിയെയും ബാധിക്കാറുണ്ട്	2026-05-18T13:31:40.203498
കീടനിയന്ത്രണം	PRACTICE	applied_to	കാന്താരി	CROP	119	വലുപ്പമല്ല ഗുണമാണ് മുഖ്യം; കൂടുതൽ ആയുസ്, കൊളസ്ട്രോൾ നിയന്ത്രിക്കും; പ്രചാരമേറി കാന്താരി	\n\nകീടനിയന്ത്രണം: കാന്താരിയെ ആക്രമിക്കുന്ന വെള്ളീച്ചകളെ മഞ്ഞക്കെണികൾ ഉപയോഗിച്ച് നിയന്ത്രിക്കാം	2026-05-18T13:31:40.208498
മഞ്ഞക്കെണി	TREATMENT	used_for	കാന്താരി	CROP	119	വലുപ്പമല്ല ഗുണമാണ് മുഖ്യം; കൂടുതൽ ആയുസ്, കൊളസ്ട്രോൾ നിയന്ത്രിക്കും; പ്രചാരമേറി കാന്താരി	\n\nകീടനിയന്ത്രണം: കാന്താരിയെ ആക്രമിക്കുന്ന വെള്ളീച്ചകളെ മഞ്ഞക്കെണികൾ ഉപയോഗിച്ച് നിയന്ത്രിക്കാം	2026-05-18T13:31:40.208498
വളപ്രയോഗം	PRACTICE	applied_to	കാന്താരി	CROP	119	വലുപ്പമല്ല ഗുണമാണ് മുഖ്യം; കൂടുതൽ ആയുസ്, കൊളസ്ട്രോൾ നിയന്ത്രിക്കും; പ്രചാരമേറി കാന്താരി	\n\nവളപ്രയോഗം: വാണിജ്യ കാന്താരിക്കൃഷിയിൽ, 45 ദിവസത്തിലൊരിക്കൽ ഒരു ലിറ്റർ വെള്ളത്തിൽ 3 മില്ലി നാനോ DAP (ഡൈഅമോണിയം ഫോസ്ഫേറ്റ്)യും 3 ഗ്രാം സൾഫേറ്റ് ഓഫ് പൊട്ടാഷും (SOP) ചേർത്ത് തളിച്ചാൽ മതി	2026-05-18T13:31:40.215498
മഴക്കാലം	CONDITION	affects	ചക്ക	CROP	122	മലയാളികളുടെ ഇഷ്ടവിഭവം; ഇപ്പോൾ വിപണിയിലെ മിന്നും താരം, കിടുവാണ് കടച്ചക്ക	മഴക്കാലം തുടങ്ങിയതോടെ കടച്ചക്കകൾ കൊഴിഞ്ഞുപോവുന്നത് സാധാരണമാണ്	2026-05-18T13:31:40.273498
കീടനാശിനി	TREATMENT	used_for	ഗോതമ്പ്	CROP	123	ഇത് ഒന്നൊന്നര പ്രയോഗം! എലിയൊക്കെ പമ്പ കടക്കും; ഗോതമ്പും ശീമക്കൊന്നയും മാത്രം മതി	\n\nകീടനാശിനി തയ്യാറാക്കുന്ന രീതി: ഗോതമ്പ് അരിച്ചെടുത്ത വെള്ളം കീടനാശിനിയായി ഉപയോഗിക്കാം	2026-05-18T13:31:40.302498
കീടനാശിനി	TREATMENT	used_for	അരി	CROP	123	ഇത് ഒന്നൊന്നര പ്രയോഗം! എലിയൊക്കെ പമ്പ കടക്കും; ഗോതമ്പും ശീമക്കൊന്നയും മാത്രം മതി	\n\nകീടനാശിനി തയ്യാറാക്കുന്ന രീതി: ഗോതമ്പ് അരിച്ചെടുത്ത വെള്ളം കീടനാശിനിയായി ഉപയോഗിക്കാം	2026-05-18T13:31:40.302498
ഇലപ്പുള്ളി രോഗം	DISEASE	affects	വാഴ	CROP	125	മഴ തുടങ്ങി; വാഴയിൽ ഇലപ്പുള്ളി രോഗവും	"""നേന്ത്രവാഴയിലെ സിഗറ്റോക്ക ഇലപ്പുള്ളി രോഗം വേനൽമഴ തുടങ്ങുമ്പോൾ തന്നെ വ്യാപകമാവുകയും മഴക്കാലം മുഴുവൻ നീണ്ടുനിൽക്കുകയും ചെയ്യും"	2026-05-18T13:31:40.315498
മഴക്കാലം	CONDITION	affects	വാഴ	CROP	125	മഴ തുടങ്ങി; വാഴയിൽ ഇലപ്പുള്ളി രോഗവും	"""നേന്ത്രവാഴയിലെ സിഗറ്റോക്ക ഇലപ്പുള്ളി രോഗം വേനൽമഴ തുടങ്ങുമ്പോൾ തന്നെ വ്യാപകമാവുകയും മഴക്കാലം മുഴുവൻ നീണ്ടുനിൽക്കുകയും ചെയ്യും"	2026-05-18T13:31:40.315498
വെളുത്തുള്ളി മിശ്രിതം	TREATMENT	used_for	ആവണക്കെണ്ണ	CROP	151	ഇത്തിരി കയ്‍ക്കുമെങ്കിലും പാവയ്ക്ക സൂപ്പറാ! വീട്ടിൽ വളർത്താം	\n\n**കീടനിയന്ത്രണം:**\nചെടികൾക്ക് പകർച്ചവ്യാധികളിൽ നിന്നും കീടങ്ങളിൽ നിന്നും സംരക്ഷണം നൽകാൻ, വള്ളി വീശി തുടങ്ങുമ്പോൾ മുതൽ ആഴ്ചയിലൊരിക്കൽ വേപ്പെണ്ണ-ആവണക്കെണ്ണ-വെളുത്തുള്ളി മിശ്രിതം സ്പ്രേ ചെയ്യുക	2026-05-18T13:31:40.546669
കീടനിയന്ത്രണം	PRACTICE	applied_to	ആവണക്കെണ്ണ	CROP	151	ഇത്തിരി കയ്‍ക്കുമെങ്കിലും പാവയ്ക്ക സൂപ്പറാ! വീട്ടിൽ വളർത്താം	\n\n**കീടനിയന്ത്രണം:**\nചെടികൾക്ക് പകർച്ചവ്യാധികളിൽ നിന്നും കീടങ്ങളിൽ നിന്നും സംരക്ഷണം നൽകാൻ, വള്ളി വീശി തുടങ്ങുമ്പോൾ മുതൽ ആഴ്ചയിലൊരിക്കൽ വേപ്പെണ്ണ-ആവണക്കെണ്ണ-വെളുത്തുള്ളി മിശ്രിതം സ്പ്രേ ചെയ്യുക	2026-05-18T13:31:40.546669
കായീച്ച	PEST	affects	കടല	CROP	151	ഇത്തിരി കയ്‍ക്കുമെങ്കിലും പാവയ്ക്ക സൂപ്പറാ! വീട്ടിൽ വളർത്താം	കായീച്ചയിൽ നിന്ന് കായ്കളെ സംരക്ഷിക്കാൻ, അവ വലുതാകുമ്പോൾ കടലാസ് കൊണ്ട് പൊതിയുന്നത് നല്ലതാണ്	2026-05-18T13:31:40.547808
സൂര്യപ്രകാശം	CONDITION	affects	സ്ട്രോബറി	CROP	154	വീട്ടിലും നട്ടുവളർത്താം സ്ട്രോബറി, ഇക്കാര്യങ്ങൾ ശ്രദ്ധിക്കുമല്ലോ?	\n\nസൂര്യപ്രകാശം അത്യാവശ്യമാണെങ്കിലും, കഠിനമായ നേരിട്ടുള്ള വെയിൽ സ്ട്രോബറിക്ക് നല്ലതല്ല	2026-05-18T13:31:40.572669
ഒച്ചുകൾ	PEST	affects	സ്ട്രോബറി	CROP	154	വീട്ടിലും നട്ടുവളർത്താം സ്ട്രോബറി, ഇക്കാര്യങ്ങൾ ശ്രദ്ധിക്കുമല്ലോ?	ഒച്ചുകൾ സ്ട്രോബറിക്ക് ഒരു പ്രധാന ഭീഷണിയാണ്, അതിനാൽ കേടായ ഇലകൾ അപ്പപ്പോൾ നീക്കം ചെയ്യണം	2026-05-18T13:31:40.575669
സൂര്യപ്രകാശം	CONDITION	affects	സ്ട്രോബറി	CROP	158	കടകളിലെ വിഐപി പഴം, വിറ്റാമിൻ സി ധാരാളം; സ്ട്രോബറി വീട്ടിൽ വളർത്താം എളുപ്പത്തിൽ	\n\nസ്ട്രോബറി ചെടികൾക്ക് ദിവസേന 6 മണിക്കൂർ സൂര്യപ്രകാശം ആവശ്യമാണ്	2026-05-18T13:31:40.611897
വേപ്പിൻ പിണ്ണാക്ക്	FERTILIZER	used_for	കപ്പ	CROP	162	കൃഷിയിൽ റിസ്ക് കുറവ്, വിളവ് കൂടുതൽ, വഴുതന ഇനങ്ങളിലെ ഊർജ്ജസ്വലൻ പൊന്നി	ചാണകം, ആട്ടിൻകാഷ്ഠം, വേപ്പിൻ പിണ്ണാക്ക്, കപ്പലണ്ടി പിണ്ണാക്ക്, എല്ലുപൊടി, ചാരം, മണ്ണിര കമ്പോസ്റ്റ് തുടങ്ങിയവ വളമായി ഉപയോഗിക്കാം	2026-05-18T13:31:40.666615
കമ്പോസ്റ്റ്	FERTILIZER	used_for	കപ്പ	CROP	162	കൃഷിയിൽ റിസ്ക് കുറവ്, വിളവ് കൂടുതൽ, വഴുതന ഇനങ്ങളിലെ ഊർജ്ജസ്വലൻ പൊന്നി	ചാണകം, ആട്ടിൻകാഷ്ഠം, വേപ്പിൻ പിണ്ണാക്ക്, കപ്പലണ്ടി പിണ്ണാക്ക്, എല്ലുപൊടി, ചാരം, മണ്ണിര കമ്പോസ്റ്റ് തുടങ്ങിയവ വളമായി ഉപയോഗിക്കാം	2026-05-18T13:31:40.666615
എല്ലുപൊടി	FERTILIZER	used_for	കപ്പ	CROP	162	കൃഷിയിൽ റിസ്ക് കുറവ്, വിളവ് കൂടുതൽ, വഴുതന ഇനങ്ങളിലെ ഊർജ്ജസ്വലൻ പൊന്നി	ചാണകം, ആട്ടിൻകാഷ്ഠം, വേപ്പിൻ പിണ്ണാക്ക്, കപ്പലണ്ടി പിണ്ണാക്ക്, എല്ലുപൊടി, ചാരം, മണ്ണിര കമ്പോസ്റ്റ് തുടങ്ങിയവ വളമായി ഉപയോഗിക്കാം	2026-05-18T13:31:40.666615
നീർവാർച്ച	CONDITION	affects	വഴുതന	CROP	162	കൃഷിയിൽ റിസ്ക് കുറവ്, വിളവ് കൂടുതൽ, വഴുതന ഇനങ്ങളിലെ ഊർജ്ജസ്വലൻ പൊന്നി	\n\nനീർവാർച്ചയുള്ളതും ഫലഭൂയിഷ്ഠവുമായ പശിമരാശി മണ്ണാണ് വഴുതന കൃഷിക്ക് ഏറ്റവും അനുയോജ്യം	2026-05-18T13:31:40.676621
ജൈവവളം	FERTILIZER	used_for	കപ്പ	CROP	162	കൃഷിയിൽ റിസ്ക് കുറവ്, വിളവ് കൂടുതൽ, വഴുതന ഇനങ്ങളിലെ ഊർജ്ജസ്വലൻ പൊന്നി	വ്യത്യസ്ത സ്വഭാവമുള്ള മണ്ണുകൾ ആവശ്യത്തിന് ജൈവവളം ചേർത്ത് കൃഷിക്ക് അനുയോജ്യമാം വിധം പാകപ്പെടുത്തണം	2026-05-18T13:31:40.677621
സൂര്യപ്രകാശം	CONDITION	affects	വെണ്ടയ്ക്ക	CROP	185	വെണ്ട വളര്‍ത്താം, എളുപ്പത്തില്‍	വെണ്ടയ്ക്ക് നല്ല സൂര്യപ്രകാശം ലഭിക്കുന്ന സ്ഥലം അത്യാവശ്യമാണ്	2026-05-18T13:31:40.951191
കീടനാശിനി	TREATMENT	treats	വൈറസ്	DISEASE	185	വെണ്ട വളര്‍ത്താം, എളുപ്പത്തില്‍	വൈറസ് വാഹകരായ വെള്ളീച്ചകളെ നിയന്ത്രിക്കാൻ വേപ്പധിഷ്ഠിത കീടനാശിനികൾ തളിക്കാം	2026-05-18T13:31:40.962191
മഴ	CONDITION	affects	ചക്ക	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	"""മഴക്കാലത്ത് പച്ചക്കറി കൃഷി ചെയ്യുന്നത് അല്പം ശ്രദ്ധയോടെ വേണം"	2026-05-18T13:31:40.966191
മഞ്ഞളിപ്പ് രോഗം	DISEASE	affects	വെണ്ടയ്ക്ക	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	മഞ്ഞളിപ്പ് രോഗം പരത്തുന്ന വെള്ളീച്ചകളുടെ സാന്നിധ്യം ഈ സമയത്ത് കുറവായതുകൊണ്ട് വെണ്ടയ്ക്ക് മികച്ച വിളവ് ലഭിക്കും	2026-05-18T13:31:40.973190
വെള്ളീച്ച	PEST	affects	വെണ്ടയ്ക്ക	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	മഞ്ഞളിപ്പ് രോഗം പരത്തുന്ന വെള്ളീച്ചകളുടെ സാന്നിധ്യം ഈ സമയത്ത് കുറവായതുകൊണ്ട് വെണ്ടയ്ക്ക് മികച്ച വിളവ് ലഭിക്കും	2026-05-18T13:31:40.973190
മഴ	CONDITION	affects	മുളക്	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	\n\nവെണ്ട കഴിഞ്ഞാൽ മഴക്കാലത്ത് നന്നായി കൃഷി ചെയ്യാവുന്ന ഒന്നാണ് മുളക്	2026-05-18T13:31:40.978190
മഴ	CONDITION	affects	വഴുതന	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	\n\nവഴുതനയാണ് മഴക്കാലത്ത് നന്നായി വിളയുന്ന മറ്റൊരു പച്ചക്കറി	2026-05-18T13:31:40.985190
നീർവാർച്ച	CONDITION	affects	വഴുതന	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	നീർവാർച്ചയുള്ള സ്ഥലങ്ങളാണ് വഴുതന കൃഷിക്ക് ഏറ്റവും അനുയോജ്യം	2026-05-18T13:31:40.989190
മഴക്കാലം	CONDITION	affects	പാവൽ	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	\n\nഇവ കൂടാതെ പാവൽ, പയർ തുടങ്ങിയ പച്ചക്കറികളും ജൂൺ ആദ്യവാരം മഴക്കാലം എത്തുന്നതോടെ കൃഷി ചെയ്യാവുന്നതാണ്	2026-05-18T13:31:40.992191
മഴക്കാലം	CONDITION	affects	ചക്ക	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	\n\nഇവ കൂടാതെ പാവൽ, പയർ തുടങ്ങിയ പച്ചക്കറികളും ജൂൺ ആദ്യവാരം മഴക്കാലം എത്തുന്നതോടെ കൃഷി ചെയ്യാവുന്നതാണ്	2026-05-18T13:31:40.992191
മഴക്കാലം	CONDITION	affects	പയർ	CROP	186	മഴക്കാലമല്ലേ; പച്ചക്കറി കൃഷിയിൽ ഇത്തിരി ശ്രദ്ധ വേണം	\n\nഇവ കൂടാതെ പാവൽ, പയർ തുടങ്ങിയ പച്ചക്കറികളും ജൂൺ ആദ്യവാരം മഴക്കാലം എത്തുന്നതോടെ കൃഷി ചെയ്യാവുന്നതാണ്	2026-05-18T13:31:40.992191
മഴ	CONDITION	affects	ചക്ക	CROP	187	പച്ചക്കറികൾ തഴച്ചുവളരട്ടെ; മഴയായാലും വെയിലായാലും ഈയൊരു വളപ്രയോഗം മതി	മഴക്കാലത്ത് പച്ചക്കറിക്കൃഷിക്ക് പ്രത്യേക ശ്രദ്ധ ആവശ്യമാണ്	2026-05-18T13:31:40.994190
കീടനിയന്ത്രണം	PRACTICE	applied_to	മുളക്	CROP	187	പച്ചക്കറികൾ തഴച്ചുവളരട്ടെ; മഴയായാലും വെയിലായാലും ഈയൊരു വളപ്രയോഗം മതി	\n\n**കീടനിയന്ത്രണം:**\n* **ചാണകവും ഗോമൂത്രവും:** പശുവിൻ ചാണകം വെള്ളത്തിൽ കലക്കി അരിച്ച് അൽപ്പം ഗോമൂത്രവും ചേർത്ത് പയർ, പച്ചമുളക് തുടങ്ങിയ വിളകളിൽ കീടനിയന്ത്രണത്തിനായി തളിക്കാം	2026-05-18T13:31:41.001190
കീടനിയന്ത്രണം	PRACTICE	applied_to	അരി	CROP	187	പച്ചക്കറികൾ തഴച്ചുവളരട്ടെ; മഴയായാലും വെയിലായാലും ഈയൊരു വളപ്രയോഗം മതി	\n\n**കീടനിയന്ത്രണം:**\n* **ചാണകവും ഗോമൂത്രവും:** പശുവിൻ ചാണകം വെള്ളത്തിൽ കലക്കി അരിച്ച് അൽപ്പം ഗോമൂത്രവും ചേർത്ത് പയർ, പച്ചമുളക് തുടങ്ങിയ വിളകളിൽ കീടനിയന്ത്രണത്തിനായി തളിക്കാം	2026-05-18T13:31:41.001190
കീടനിയന്ത്രണം	PRACTICE	applied_to	പയർ	CROP	187	പച്ചക്കറികൾ തഴച്ചുവളരട്ടെ; മഴയായാലും വെയിലായാലും ഈയൊരു വളപ്രയോഗം മതി	\n\n**കീടനിയന്ത്രണം:**\n* **ചാണകവും ഗോമൂത്രവും:** പശുവിൻ ചാണകം വെള്ളത്തിൽ കലക്കി അരിച്ച് അൽപ്പം ഗോമൂത്രവും ചേർത്ത് പയർ, പച്ചമുളക് തുടങ്ങിയ വിളകളിൽ കീടനിയന്ത്രണത്തിനായി തളിക്കാം	2026-05-18T13:31:41.001190
കായ് തുരപ്പൻ	PEST	affects	അമര	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
കായ് തുരപ്പൻ	PEST	affects	പയർ	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
ചിത്രകീടം	PEST	affects	അമര	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
ചിത്രകീടം	PEST	affects	പയർ	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
മുഞ്ഞ	PEST	affects	അമര	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
മുഞ്ഞ	PEST	affects	പയർ	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
ചാഴി	PEST	affects	അമര	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
ചാഴി	PEST	affects	പയർ	CROP	188	പ്രോട്ടീന്‍ കലവറ, വീട്ടുവളപ്പിൽ കൃഷി ചെയ്യാൻ അനുയോജ്യം; അമരപ്പയർ നടാൻ ഇത് നല്ല സമയം	മുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരയെയും ആക്രമിക്കാറുണ്ട്	2026-05-18T13:31:41.020190
പൊട്ടാസ്യം	FERTILIZER	used_for	കാന്താരി	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	2026-05-18T13:31:41.035190
